employee_id,name,department,job_role,matched_skills,missing_skills,total_required_skills,total_matched_skills,missing_skills_count,skill_gap_percentage,readiness_score
750748,Uthkarsh Date,HR,HR Manager,Employee Relations; Hris; Leadership; Performance Management,Labor Law; Talent Acquisition,6,4,2,33.33,66.67
750794,Ela Upadhyay,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks; Tax Compliance,Financial Accounting,6,5,1,16.67,83.33
751118,Anvi Loke,Finance,Accountant,Auditing; Financial Accounting; Quickbooks,Erp Systems; Excel; Tax Compliance,6,3,3,50.0,50.0
751290,Shalv Bansal,Finance,Auditor,Compliance; Financial Analysis; Forensic Accounting; Internal Auditing,Excel; Risk Assessment,6,4,2,33.33,66.67
751413,Aarush Chand,Marketing,SEO Specialist,Content Optimization; Google Analytics; Html / Css Basics,Backlink Strategy; On-Page Seo,5,3,2,40.0,60.0
752175,Vihaan Yohannan,HR,Recruitment Specialist,Ats; Salary Negotiation; Technical Sourcing,Employer Branding; Interviewing,5,3,2,40.0,60.0
752227,Jayant Swamy,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Google Analytics,Seo,5,4,1,20.0,80.0
752340,Ivana Sagar,Finance,Financial Analyst,Excel; Forecasting; Power Bi; Sql,Financial Modeling; Valuation,6,4,2,33.33,66.67
752362,Ela Ray,IT,Software Engineer,Data Structures; Java; Kubernetes; Python,Ci/Cd; Docker; Git,7,4,3,42.86,57.14
752578,Tara Raju,Marketing,Content Strategist,Copywriting; Information Architecture; Seo; User Research,Content Auditing,5,4,1,20.0,80.0
752945,Jivin Agate,Finance,Accountant,Auditing; Erp Systems; Excel; Tax Compliance,Financial Accounting; Quickbooks,6,4,2,33.33,66.67
753094,Kaira Raju,Sales,Business Development,Market Research; Partnership Development; Pipeline Management,Crm; Strategic Pitching,5,3,2,40.0,60.0
753155,Yashvi Mangal,Sales,Sales Executive,B2B Sales; Contract Closing; Crm,Communication; Lead Generation; Negotiation,6,3,3,50.0,50.0
753280,Kashvi Sabharwal,HR,Employee Relations,Conflict Resolution; Hr Policies; Investigation; Mediation,Employment Law,5,4,1,20.0,80.0
753460,Jayan Karpe,Sales,Account Manager,Client Retention; Contract Negotiation; Crm (Salesforce),Account Planning; Upselling,5,3,2,40.0,60.0
753580,Ritvik Lanka,HR,HR Manager,Hris; Labor Law; Leadership; Performance Management; Talent Acquisition,Employee Relations,6,5,1,16.67,83.33
753777,Ojas Lanka,Finance,Auditor,Compliance; Financial Analysis; Internal Auditing; Risk Assessment,Excel; Forensic Accounting,6,4,2,33.33,66.67
753799,Romil Lad,Finance,Financial Analyst,Excel; Power Bi; Sql,Financial Modeling; Forecasting; Valuation,6,3,3,50.0,50.0
753890,Dhruv Kala,Sales,Business Development,Crm; Pipeline Management; Strategic Pitching,Market Research; Partnership Development,5,3,2,40.0,60.0
754307,Zaina Bhalla,Finance,Financial Analyst,Financial Modeling; Forecasting; Valuation,Excel; Power Bi; Sql,6,3,3,50.0,50.0
754402,Kismat Badami,HR,HR Manager,Employee Relations; Hris; Labor Law; Leadership; Talent Acquisition,Performance Management,6,5,1,16.67,83.33
754534,Sana Ghose,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Git; Java,Kubernetes; Python,7,5,2,28.57,71.43
754604,Ivana Badal,Marketing,Marketing Executive,Campaign Management; Digital Marketing; Seo,Content Marketing; Google Analytics,5,3,2,40.0,60.0
755029,Rhea Bedi,HR,HR Manager,Employee Relations; Performance Management; Talent Acquisition,Hris; Labor Law; Leadership,6,3,3,50.0,50.0
755521,Umang Basu,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies,Investigation; Mediation,5,3,2,40.0,60.0
755582,Prerak Datta,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Lead Generation,Crm; Negotiation,6,4,2,33.33,66.67
755709,Aarna Kakar,Sales,Business Development,Crm; Market Research; Strategic Pitching,Partnership Development; Pipeline Management,5,3,2,40.0,60.0
755767,Anika Raja,IT,Cybersecurity Specialist,Incident Response; Network Security; Python; Siem,Cryptography; Penetration Testing,6,4,2,33.33,66.67
756402,Abram Randhawa,IT,Cybersecurity Specialist,Incident Response; Network Security; Penetration Testing,Cryptography; Python; Siem,6,3,3,50.0,50.0
756693,Krish Chada,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Crm (Salesforce),Upselling,5,4,1,20.0,80.0
756739,Ahana  Seth,Sales,Account Manager,Client Retention; Contract Negotiation; Crm (Salesforce); Upselling,Account Planning,5,4,1,20.0,80.0
756803,Zain Sem,Sales,Sales Executive,B2B Sales; Communication; Crm; Lead Generation; Negotiation,Contract Closing,6,5,1,16.67,83.33
756845,Kimaya Ganesh,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Crm; Lead Generation,Negotiation,6,5,1,16.67,83.33
756883,Divit Banerjee,Sales,Account Manager,Account Planning; Client Retention; Crm (Salesforce); Upselling,Contract Negotiation,5,4,1,20.0,80.0
757399,Gatik Grewal,Marketing,SEO Specialist,Content Optimization; Google Analytics; Html / Css Basics; On-Page Seo,Backlink Strategy,5,4,1,20.0,80.0
757424,Anahita Mallick,Finance,Accountant,Erp Systems; Excel; Quickbooks; Tax Compliance,Auditing; Financial Accounting,6,4,2,33.33,66.67
757436,Taimur Bhatia,Sales,Business Development,Market Research; Partnership Development; Pipeline Management; Strategic Pitching,Crm,5,4,1,20.0,80.0
757454,Tanya Bhatti,IT,Cybersecurity Specialist,Cryptography; Incident Response; Python,Network Security; Penetration Testing; Siem,6,3,3,50.0,50.0
757506,Yasmin Khurana,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Penetration Testing; Siem,Python,6,5,1,16.67,83.33
758193,Nehmat Shanker,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks; Tax Compliance,Financial Accounting,6,5,1,16.67,83.33
758214,Manjari Goda,Sales,Sales Executive,Communication; Crm; Lead Generation; Negotiation,B2B Sales; Contract Closing,6,4,2,33.33,66.67
758499,Faiyaz Bajaj,Finance,Financial Analyst,Excel; Forecasting; Power Bi; Sql; Valuation,Financial Modeling,6,5,1,16.67,83.33
758736,Ishaan Anne,Marketing,Content Strategist,Content Auditing; Information Architecture; Seo; User Research,Copywriting,5,4,1,20.0,80.0
758984,Anaya Chandran,Sales,Business Development,Crm; Market Research; Partnership Development; Strategic Pitching,Pipeline Management,5,4,1,20.0,80.0
759144,Nitya Trivedi,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Crm; Negotiation,Lead Generation,6,5,1,16.67,83.33
759331,Sana Kohli,Finance,Accountant,Excel; Financial Accounting; Quickbooks,Auditing; Erp Systems; Tax Compliance,6,3,3,50.0,50.0
759350,Khushi Anne,Finance,Auditor,Compliance; Excel; Financial Analysis; Forensic Accounting; Risk Assessment,Internal Auditing,6,5,1,16.67,83.33
759428,Chirag Dhingra,IT,Data Analyst,Excel; Power Bi; Python; Sql,Statistical Analysis; Tableau,6,4,2,33.33,66.67
759516,Kavya Bedi,Sales,Account Manager,Client Retention; Contract Negotiation; Upselling,Account Planning; Crm (Salesforce),5,3,2,40.0,60.0
759838,Jivin Kaul,IT,Cybersecurity Specialist,Cryptography; Incident Response; Python; Siem,Network Security; Penetration Testing,6,4,2,33.33,66.67
760305,Ela Gole,Marketing,Content Strategist,Content Auditing; Copywriting; Seo,Information Architecture; User Research,5,3,2,40.0,60.0
760320,Gokul Aurora,HR,Employee Relations,Conflict Resolution; Hr Policies; Investigation; Mediation,Employment Law,5,4,1,20.0,80.0
760494,Mohanlal Dhillon,Sales,Business Development,Crm; Pipeline Management; Strategic Pitching,Market Research; Partnership Development,5,3,2,40.0,60.0
760608,Badal Trivedi,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Lead Generation; Negotiation,Crm,6,5,1,16.67,83.33
760752,Madhup Chaudhari,Marketing,Marketing Executive,Digital Marketing; Google Analytics,Campaign Management; Content Marketing; Seo,5,2,3,60.0,40.0
760756,Sana Talwar,IT,Cybersecurity Specialist,Cryptography; Incident Response; Python; Siem,Network Security; Penetration Testing,6,4,2,33.33,66.67
760925,Tara Deo,HR,Employee Relations,Employment Law; Hr Policies; Investigation,Conflict Resolution; Mediation,5,3,2,40.0,60.0
761004,Himmat Walla,Marketing,Content Strategist,Copywriting; Information Architecture; User Research,Content Auditing; Seo,5,3,2,40.0,60.0
761061,Mehul Lad,Sales,Account Manager,Account Planning; Contract Negotiation,Client Retention; Crm (Salesforce); Upselling,5,2,3,60.0,40.0
761136,Kimaya Tailor,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; On-Page Seo,Content Optimization; Html / Css Basics,5,3,2,40.0,60.0
761246,Hridaan Sahota,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Siem,Penetration Testing; Python,6,4,2,33.33,66.67
761423,Ishaan Mane,Finance,Accountant,Erp Systems; Excel; Financial Accounting; Tax Compliance,Auditing; Quickbooks,6,4,2,33.33,66.67
761495,Anahi Kibe,Marketing,Content Strategist,Content Auditing; Information Architecture,Copywriting; Seo; User Research,5,2,3,60.0,40.0
761608,Urvi Sundaram,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Seo,Google Analytics,5,4,1,20.0,80.0
762077,Rati Iyengar,Sales,Business Development,Crm; Market Research; Partnership Development,Pipeline Management; Strategic Pitching,5,3,2,40.0,60.0
762205,Divij Khare,IT,Software Engineer,Ci/Cd; Data Structures; Git; Python,Docker; Java; Kubernetes,7,4,3,42.86,57.14
762512,Kismat Chad,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Lead Generation; Negotiation,Crm,6,5,1,16.67,83.33
762556,Onkar Grewal,Finance,Auditor,Excel; Financial Analysis; Internal Auditing; Risk Assessment,Compliance; Forensic Accounting,6,4,2,33.33,66.67
762849,Divij Hora,HR,Recruitment Specialist,Ats; Interviewing; Salary Negotiation; Technical Sourcing,Employer Branding,5,4,1,20.0,80.0
763423,Parinaaz Mane,Finance,Financial Analyst,Excel; Financial Modeling; Power Bi; Sql; Valuation,Forecasting,6,5,1,16.67,83.33
763796,Indranil Sanghvi,Finance,Auditor,Excel; Forensic Accounting; Internal Auditing; Risk Assessment,Compliance; Financial Analysis,6,4,2,33.33,66.67
763808,Ela Bhatia,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Google Analytics; Html / Css Basics,On-Page Seo,5,4,1,20.0,80.0
764058,Zaina Halder,Finance,Financial Analyst,Excel; Financial Modeling; Forecasting; Sql,Power Bi; Valuation,6,4,2,33.33,66.67
764085,Taimur Ben,Finance,Auditor,Compliance; Excel; Internal Auditing; Risk Assessment,Financial Analysis; Forensic Accounting,6,4,2,33.33,66.67
764121,Ayesha Kala,Sales,Sales Executive,B2B Sales; Contract Closing; Crm; Lead Generation; Negotiation,Communication,6,5,1,16.67,83.33
764583,Anay Rattan,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation,Crm (Salesforce); Upselling,5,3,2,40.0,60.0
764685,Miraya Ben,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Html / Css Basics; On-Page Seo,Google Analytics,5,4,1,20.0,80.0
765186,Taimur Dugar,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Html / Css Basics,Google Analytics; On-Page Seo,5,3,2,40.0,60.0
765312,Nitya Balasubramanian,Marketing,Content Strategist,Content Auditing; Information Architecture; Seo,Copywriting; User Research,5,3,2,40.0,60.0
765431,Rhea Dhar,IT,Cybersecurity Specialist,Cryptography; Incident Response; Python; Siem,Network Security; Penetration Testing,6,4,2,33.33,66.67
765554,Farhan Mannan,IT,Data Analyst,Excel; Sql; Tableau,Power Bi; Python; Statistical Analysis,6,3,3,50.0,50.0
765593,Shanaya Roy,Marketing,Marketing Executive,Campaign Management; Content Marketing; Google Analytics; Seo,Digital Marketing,5,4,1,20.0,80.0
765633,Ivana Bawa,Marketing,Content Strategist,Copywriting; Information Architecture; Seo; User Research,Content Auditing,5,4,1,20.0,80.0
766456,Lakshay Acharya,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Git; Java; Python,Kubernetes,7,6,1,14.29,85.71
766737,Tushar Srivastava,Finance,Accountant,Erp Systems; Excel; Quickbooks; Tax Compliance,Auditing; Financial Accounting,6,4,2,33.33,66.67
767033,Keya Bala,IT,Software Engineer,Ci/Cd; Data Structures; Java; Kubernetes; Python,Docker; Git,7,5,2,28.57,71.43
767113,Hiran Warrior,HR,Employee Relations,Conflict Resolution; Employment Law; Investigation; Mediation,Hr Policies,5,4,1,20.0,80.0
767269,Sana Ramesh,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Quickbooks,Tax Compliance,6,5,1,16.67,83.33
767270,Tara Issac,Finance,Auditor,Compliance; Financial Analysis; Internal Auditing,Excel; Forensic Accounting; Risk Assessment,6,3,3,50.0,50.0
767323,Heer Brar,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Tax Compliance,Quickbooks,6,5,1,16.67,83.33
767334,Aarush Sathe,HR,Recruitment Specialist,Ats; Interviewing; Technical Sourcing,Employer Branding; Salary Negotiation,5,3,2,40.0,60.0
767338,Akarsh Banerjee,Finance,Auditor,Compliance; Excel; Financial Analysis; Forensic Accounting,Internal Auditing; Risk Assessment,6,4,2,33.33,66.67
767444,Diya Sandhu,Finance,Auditor,Excel; Financial Analysis; Forensic Accounting; Risk Assessment,Compliance; Internal Auditing,6,4,2,33.33,66.67
768126,Hunar Dora,IT,Data Analyst,Power Bi; Sql; Statistical Analysis; Tableau,Excel; Python,6,4,2,33.33,66.67
768173,Amani Kanda,Sales,Business Development,Market Research; Pipeline Management; Strategic Pitching,Crm; Partnership Development,5,3,2,40.0,60.0
768548,Hrishita Bose,IT,Data Analyst,Power Bi; Python; Statistical Analysis; Tableau,Excel; Sql,6,4,2,33.33,66.67
768714,Drishya Deo,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting,Quickbooks; Tax Compliance,6,4,2,33.33,66.67
769057,Misha Doshi,HR,HR Manager,Employee Relations; Hris; Talent Acquisition,Labor Law; Leadership; Performance Management,6,3,3,50.0,50.0
769136,Bhavin Dash,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics; Seo,Campaign Management,5,4,1,20.0,80.0
769605,Saira Rama,HR,HR Manager,Hris; Leadership; Performance Management,Employee Relations; Labor Law; Talent Acquisition,6,3,3,50.0,50.0
769867,Anika Ahuja,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks; Tax Compliance,Financial Accounting,6,5,1,16.67,83.33
770107,Riya Soni,Finance,Auditor,Excel; Forensic Accounting; Internal Auditing,Compliance; Financial Analysis; Risk Assessment,6,3,3,50.0,50.0
770481,Madhav Tak,Finance,Accountant,Erp Systems; Financial Accounting; Quickbooks,Auditing; Excel; Tax Compliance,6,3,3,50.0,50.0
770518,Himmat Vyas,Marketing,Marketing Executive,Campaign Management; Content Marketing; Seo,Digital Marketing; Google Analytics,5,3,2,40.0,60.0
770628,Zain Deep,Marketing,Marketing Executive,Campaign Management; Digital Marketing; Google Analytics,Content Marketing; Seo,5,3,2,40.0,60.0
770909,Jayan Kohli,IT,Cybersecurity Specialist,Incident Response; Network Security; Python,Cryptography; Penetration Testing; Siem,6,3,3,50.0,50.0
771230,Mohanlal Chopra,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Python; Siem,Penetration Testing,6,5,1,16.67,83.33
771416,Adah Apte,Finance,Accountant,Auditing; Erp Systems; Quickbooks,Excel; Financial Accounting; Tax Compliance,6,3,3,50.0,50.0
771822,Gokul Sarin,Sales,Business Development,Crm; Pipeline Management; Strategic Pitching,Market Research; Partnership Development,5,3,2,40.0,60.0
771837,Indrans Master,Sales,Business Development,Market Research; Partnership Development; Strategic Pitching,Crm; Pipeline Management,5,3,2,40.0,60.0
771910,Aarush Agarwal,IT,Data Analyst,Excel; Power Bi; Python; Tableau,Sql; Statistical Analysis,6,4,2,33.33,66.67
771970,Samarth Acharya,HR,HR Manager,Leadership; Performance Management; Talent Acquisition,Employee Relations; Hris; Labor Law,6,3,3,50.0,50.0
772182,Nitya Brahmbhatt,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks; Tax Compliance,Financial Accounting,6,5,1,16.67,83.33
772849,Khushi Kala,Marketing,Marketing Executive,Campaign Management; Google Analytics; Seo,Content Marketing; Digital Marketing,5,3,2,40.0,60.0
773149,Ivan Wadhwa,Sales,Account Manager,Client Retention; Contract Negotiation; Crm (Salesforce),Account Planning; Upselling,5,3,2,40.0,60.0
773337,Yashvi Khatri,Marketing,Content Strategist,Copywriting; Information Architecture; Seo; User Research,Content Auditing,5,4,1,20.0,80.0
773373,Chirag Rama,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Salary Negotiation,Technical Sourcing,5,4,1,20.0,80.0
773537,Pari Gopal,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture; User Research,Seo,5,4,1,20.0,80.0
773604,Jiya Sur,IT,Cybersecurity Specialist,Cryptography; Incident Response; Python; Siem,Network Security; Penetration Testing,6,4,2,33.33,66.67
773640,Seher Bassi,Sales,Business Development,Crm; Pipeline Management,Market Research; Partnership Development; Strategic Pitching,5,2,3,60.0,40.0
774009,Mamooty Bakshi,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks,Financial Accounting; Tax Compliance,6,4,2,33.33,66.67
774019,Raghav Venkatesh,Sales,Sales Executive,B2B Sales; Communication; Crm; Negotiation,Contract Closing; Lead Generation,6,4,2,33.33,66.67
774064,Riaan Lad,HR,HR Manager,Employee Relations; Hris; Leadership; Performance Management,Labor Law; Talent Acquisition,6,4,2,33.33,66.67
774078,Lakshit Joshi,IT,Software Engineer,Ci/Cd; Data Structures; Git; Kubernetes,Docker; Java; Python,7,4,3,42.86,57.14
774164,Faiyaz Mahajan,Finance,Financial Analyst,Excel; Financial Modeling; Power Bi; Sql; Valuation,Forecasting,6,5,1,16.67,83.33
774257,Priyansh Maharaj,IT,Cybersecurity Specialist,Incident Response; Network Security; Penetration Testing; Python; Siem,Cryptography,6,5,1,16.67,83.33
774276,Chirag Dubey,Finance,Financial Analyst,Financial Modeling; Forecasting; Sql; Valuation,Excel; Power Bi,6,4,2,33.33,66.67
774296,Kiaan Chatterjee,HR,Recruitment Specialist,Ats; Employer Branding,Interviewing; Salary Negotiation; Technical Sourcing,5,2,3,60.0,40.0
774417,Samaira Ramanathan,Finance,Financial Analyst,Excel; Financial Modeling; Forecasting; Sql,Power Bi; Valuation,6,4,2,33.33,66.67
774763,Jhanvi Mahal,Sales,Sales Executive,Communication; Contract Closing; Crm; Lead Generation; Negotiation,B2B Sales,6,5,1,16.67,83.33
775143,Mehul Kara,Finance,Accountant,Erp Systems; Quickbooks; Tax Compliance,Auditing; Excel; Financial Accounting,6,3,3,50.0,50.0
775296,Anay Chahal,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Tax Compliance,Quickbooks,6,5,1,16.67,83.33
